"","OBP","SLG","BA","Playoffs.x","BatAge","Num.Bat","Num.P","WAR","RA.G","ERA","FIP","WHIP","H9","HR9","BB9","SO9","SO.W","LOB","ERAP","SV.G","CG.G","tSho.G","cSho.G","RS.G","win_adj"
"119",0.333,0.44,0.266,0,29.9,44,24,6.9,4.76,4.47,4.35,1.42,9.4,1.1,3.4,7.3,2.14,7.14197530864198,100,0.154320987654321,0.0617283950617284,0.0617283950617284,0.0246913580246914,4.92592592592593,75
"120",0.337,0.406,0.258,0,28.4,55,30,7.3,5.4,5,4.82,1.518,9.7,1.1,4,5.8,1.45,7.40740740740741,85,0.203703703703704,0.037037037037037,0.0185185185185185,0.00617283950617284,4.38271604938272,59
"121",0.327,0.415,0.251,0,26.7,41,20,6.6,4.36,3.98,3.84,1.292,8.8,0.9,2.8,7.7,2.73,6.84567901234568,116,0.240740740740741,0.037037037037037,0.0555555555555556,0.0123456790123457,4.44444444444444,82
"122",0.345,0.408,0.27,0,27.2,49,28,7.3,4.8,4.46,4.35,1.406,9,1,3.7,6.7,1.84,7.06172839506173,94,0.160493827160494,0.0123456790123457,0.0432098765432099,0.00617283950617284,4.64814814814815,72
"123",0.333,0.429,0.267,0,30,46,26,7.4,5.4,5.13,5.14,1.565,9.7,1.2,4.3,5.8,1.34,7.94409937888199,87,0.217391304347826,0.0248447204968944,0.0248447204968944,0.0062111801242236,4.85714285714286,68.4223602484472
"124",0.358,0.447,0.28,1,29.8,47,23,6.9,4.28,4.01,4.09,1.325,8.5,0.9,3.4,7.4,2.16,7.08024691358025,116,0.290123456790123,0.0308641975308642,0.0987654320987654,0.0123456790123457,5.21604938271605,95
"125",0.354,0.443,0.278,1,30.1,42,23,6.9,4.17,3.87,4.09,1.294,8.2,1,3.4,7.8,2.31,7.27329192546584,118,0.273291925465839,0.0124223602484472,0.0496894409937888,0.0062111801242236,5.31055900621118,97.6024844720497
"126",0.332,0.448,0.263,1,30.5,39,19,6.4,4.47,4.06,4,1.325,9.1,1,2.8,7.1,2.49,6.84662576687117,112,0.208588957055215,0.0245398773006135,0.0613496932515337,0,4.97546012269939,88.4539877300613
"127",0.321,0.408,0.247,0,28.6,48,23,4.6,4.94,4.55,4.54,1.455,9.6,1.3,3.5,7.7,2.2,7.56172839506173,97,0.209876543209877,0.0123456790123457,0.037037037037037,0.00617283950617284,4.34567901234568,74
"128",0.339,0.424,0.262,0,27.7,49,28,6.8,4.7,4.45,4.33,1.374,9.6,1.1,2.8,6.2,2.22,6.74074074074074,95,0.191358024691358,0.0617283950617284,0.0802469135802469,0.0308641975308642,4.96913580246914,81
"129",0.336,0.415,0.263,0,27.5,49,26,5.8,5.07,4.77,4.3,1.459,9.6,0.9,3.5,6.5,1.85,7.27160493827161,99,0.222222222222222,0.0185185185185185,0.0493827160493827,0.00617283950617284,4.61111111111111,74
"130",0.34,0.444,0.271,0,30.3,46,25,4.4,5.29,4.9,4.79,1.512,9.6,1.1,4,6.2,1.54,7.52469135802469,91,0.209876543209877,0.00617283950617284,0.0123456790123457,0,5.0679012345679,74
"131",0.326,0.433,0.254,0,28,45,22,6.7,4.76,4.43,4.37,1.398,8.9,1,3.7,7.1,1.92,7.44099378881988,98,0.22360248447205,0.0124223602484472,0.0496894409937888,0.0062111801242236,4.78260869565217,84.5217391304348
"132",0.323,0.415,0.263,0,31.1,41,20,6.8,4.61,4.36,4.53,1.365,9.2,1.2,3.1,6.9,2.23,6.8695652173913,96,0.298136645962733,0.0248447204968944,0.0807453416149068,0.0186335403726708,4.42236024844721,86.5341614906832
"133",0.32,0.397,0.269,0,28,43,25,5.4,4.82,4.48,4.21,1.375,9.2,1,3.2,6.8,2.11,6.76543209876543,96,0.271604938271605,0.0123456790123457,0.0493827160493827,0,4.26543209876543,75
"134",0.33,0.413,0.268,1,28.9,41,19,5,4.3,3.99,4.12,1.317,9,1,2.8,6.9,2.42,6.85185185185185,112,0.407407407407407,0.0432098765432099,0.0617283950617284,0.00617283950617284,4.72222222222222,100
"135",0.333,0.399,0.264,1,28.5,46,22,4.5,4,3.68,3.67,1.286,8.6,0.8,3,7.5,2.51,7.01851851851852,114,0.216049382716049,0.0308641975308642,0.0679012345679012,0.0246913580246914,4.32098765432099,84
"136",0.325,0.431,0.253,1,28.7,44,20,5.2,4.25,3.85,4.34,1.335,8.7,1.1,3.3,6.9,2.1,7.11728395061728,109,0.277777777777778,0.0740740740740741,0.0617283950617284,0.037037037037037,4.62962962962963,90
"137",0.34,0.408,0.279,0,26.4,40,19,5.6,4.57,4.16,4.3,1.353,9.7,1.1,2.5,6.1,2.45,6.74233128834356,101,0.257668711656442,0.0306748466257669,0.0613496932515337,0.0122699386503067,5.08588957055215,87.4601226993865
"138",0.34,0.42,0.266,0,30.1,50,24,7.1,4.41,4.07,4.32,1.369,8.7,1,3.6,7.3,2,7.59259259259259,104,0.265432098765432,0.0308641975308642,0.0740740740740741,0.0123456790123457,4.9320987654321,89
"139",0.342,0.427,0.271,0,31.3,51,27,6.8,4.49,4.28,3.96,1.364,9.2,0.9,3.1,7.1,2.33,6.9320987654321,103,0.259259259259259,0.00617283950617284,0.0679012345679012,0,4.87037037037037,89
"140",0.318,0.369,0.242,0,27.2,51,24,4,4.29,4.01,4.19,1.352,8.6,0.8,3.6,6.7,1.84,6.93788819875776,103,0.204968944099379,0.0248447204968944,0.0434782608695652,0.0062111801242236,4.01242236024845,75.4658385093168
"141",0.332,0.438,0.255,1,30.1,40,18,9,4.2,3.88,4.3,1.364,9,1,3.3,6.7,2.03,7.40740740740741,112,0.290123456790123,0.0246913580246914,0.0679012345679012,0.0185185185185185,4.9320987654321,92
"142",0.32,0.403,0.258,0,28.4,47,26,3.9,5.46,5.08,4.84,1.573,10.1,1.1,4.1,6,1.47,7.89506172839506,82,0.209876543209877,0.0185185185185185,0.0432098765432099,0.0123456790123457,4.53703703703704,67
"143",0.317,0.39,0.25,0,28.9,59,32,4.8,4.72,4.41,4.33,1.39,9,1,3.5,6.8,1.96,7.08024691358025,87,0.185185185185185,0.0185185185185185,0.037037037037037,0,3.9320987654321,63
"144",0.318,0.389,0.265,0,29.6,44,22,5.6,5.01,4.73,4.59,1.512,9.7,1,3.9,6.4,1.62,7.72222222222222,90,0.222222222222222,0.0246913580246914,0.0246913580246914,0,4.14197530864198,61
"145",0.321,0.382,0.262,0,29.6,49,20,8.1,4.69,4.38,4.24,1.434,8.8,0.9,4.1,7.7,1.9,7.75308641975309,101,0.253086419753086,0.0246913580246914,0.0740740740740741,0.0123456790123457,3.95061728395062,72
"146",0.35,0.433,0.281,0,28.8,43,24,9.2,4.48,4.19,4.4,1.384,9.4,1,3.1,5.9,1.93,7.26543209876543,101,0.259259259259259,0.0123456790123457,0.0432098765432099,0.00617283950617284,4.80864197530864,86
"147",0.34,0.422,0.26,1,27.2,46,21,5.1,4.14,3.82,4.22,1.286,8.3,1,3.2,7.1,2.17,6.7962962962963,116,0.320987654320988,0.0432098765432099,0.0740740740740741,0.0308641975308642,4.77777777777778,97
"148",0.354,0.462,0.283,0,27.7,55,30,5.4,5.97,5.37,4.83,1.576,10.3,1.1,3.9,6,1.54,7.48765432098765,83,0.222222222222222,0.037037037037037,0.0493827160493827,0.0123456790123457,5.56172839506173,79
"149",0.331,0.399,0.264,0,30.9,43,19,6.2,3.77,3.49,3.81,1.242,8.3,0.8,2.9,7.4,2.54,6.89506172839506,122,0.271604938271605,0.0925925925925926,0.0802469135802469,0.0308641975308642,4.40740740740741,86
"150",0.323,0.373,0.251,0,27.7,50,25,4.6,5.12,4.66,4.71,1.453,9.4,1.2,3.7,6.7,1.81,7.34782608695652,93,0.173913043478261,0.0124223602484472,0.0496894409937888,0,3.98136645962733,59.3664596273292
"151",0.321,0.413,0.25,1,26.6,47,26,5.9,4.52,4.13,4.52,1.382,9,1.1,3.4,6.8,1.99,7.16666666666667,115,0.314814814814815,0.0432098765432099,0.0740740740740741,0.0246913580246914,4.39506172839506,90
"152",0.339,0.435,0.275,0,27.7,50,28,7.6,4.52,4.11,4.45,1.359,8.9,1.1,3.3,6.8,2.06,7.16666666666667,107,0.222222222222222,0.00617283950617284,0.037037037037037,0.00617283950617284,5,84
"153",0.333,0.412,0.272,0,30.4,49,27,5.8,5.36,5.17,4.79,1.52,9.3,1,4.4,6.8,1.56,7.61728395061728,89,0.185185185185185,0.0246913580246914,0.0555555555555556,0.00617283950617284,4.66666666666667,69
"154",0.362,0.444,0.279,1,30.2,40,20,6.6,4.06,3.87,4.14,1.273,8.4,0.9,3,7.2,2.38,6.77777777777778,123,0.277777777777778,0.0308641975308642,0.0802469135802469,0.0185185185185185,5.35185185185185,96
"155",0.333,0.422,0.271,1,29.3,47,22,5.2,4.26,4.04,4.36,1.322,8.3,1,3.6,7.5,2.11,7.1358024691358,115,0.240740740740741,0.0123456790123457,0.0617283950617284,0.00617283950617284,4.64197530864198,85
"156",0.318,0.404,0.246,0,29.6,43,21,6.1,5.18,4.77,4.56,1.426,9.7,1.1,3.1,6.3,2.03,6.98765432098765,99,0.259259259259259,0.0555555555555556,0.0555555555555556,0.0246913580246914,4.27777777777778,72
"157",0.335,0.436,0.267,0,29.7,51,25,5.5,5.27,4.94,4.69,1.44,10,1.2,3,6.6,2.22,7.11111111111111,94,0.209876543209877,0.037037037037037,0.0432098765432099,0.0123456790123457,4.83333333333333,72
"158",0.343,0.428,0.268,1,28.1,41,21,6.4,4.35,4.05,4.06,1.319,9.3,0.9,2.5,6.4,2.55,6.87654320987654,112,0.302469135802469,0.0555555555555556,0.0555555555555556,0.0246913580246914,5.00617283950617,96
"159",0.354,0.437,0.28,1,27.9,53,30,6.8,4.65,4.32,4.52,1.359,9.2,1,3.1,5.9,1.92,6.86503067484663,112,0.239263803680982,0.0245398773006135,0.0429447852760736,0.00613496932515337,5.2760736196319,89.4478527607362
"160",0.345,0.458,0.287,0,30.8,44,25,7.6,4.92,4.57,4.67,1.426,9.3,1.1,3.5,6.5,1.85,7.44444444444444,100,0.271604938271605,0.00617283950617284,0.0555555555555556,0.00617283950617284,5.47530864197531,88
"161",0.336,0.448,0.267,0,26.7,50,30,4.3,5.5,4.94,4.77,1.578,10.1,1.1,4.1,7.1,1.73,8.16049382716049,88,0.246913580246914,0,0.0246913580246914,0,4.87654320987654,71
"162",0.33,0.412,0.26,0,31.4,41,21,6.6,5.02,4.68,4.73,1.417,9.6,1.3,3.1,6.8,2.17,7.46913580246914,95,0.234567901234568,0.0123456790123457,0.037037037037037,0.00617283950617284,4.46296296296296,73
"163",0.322,0.388,0.261,0,27.9,45,23,4.1,4.8,4.48,4.55,1.438,9.7,1.1,3.3,6.2,1.91,7.17901234567901,102,0.222222222222222,0.0123456790123457,0.037037037037037,0,4.35802469135802,69
"164",0.345,0.417,0.284,1,28.6,42,18,6.2,4.51,4.23,4.1,1.364,9.3,0.9,3,7.3,2.42,6.94444444444444,107,0.265432098765432,0.0308641975308642,0.0555555555555556,0.0185185185185185,5.07407407407407,94
"165",0.337,0.406,0.275,0,29.7,45,22,6.6,4.49,4.2,4.07,1.352,9,0.9,3.2,7.3,2.29,6.90740740740741,106,0.265432098765432,0.0246913580246914,0.037037037037037,0,4.53703703703704,82
"166",0.329,0.456,0.262,0,27.7,40,21,4.7,4.79,4.41,4.22,1.399,9.4,1,3.2,7.3,2.32,7.25925925925926,100,0.302469135802469,0.0185185185185185,0.037037037037037,0,4.94444444444444,83
"167",0.33,0.391,0.264,0,28.4,42,19,5.2,4.48,4.15,4.37,1.34,9.4,1.2,2.6,6.9,2.6,6.77777777777778,103,0.234567901234568,0.0308641975308642,0.0493827160493827,0.0185185185185185,4.4320987654321,79
"168",0.342,0.432,0.275,0,30.8,49,24,8.3,4.63,4.26,4.46,1.367,8.8,1,3.5,7,1.99,7.32098765432099,101,0.240740740740741,0.0123456790123457,0.0617283950617284,0.0123456790123457,4.96296296296296,88
"169",0.366,0.463,0.29,1,30.7,49,28,9.4,4.8,4.49,4.51,1.431,9.3,0.9,3.6,6.3,1.75,7.27777777777778,101,0.209876543209877,0.00617283950617284,0.0308641975308642,0,5.97530864197531,94
"170",0.338,0.407,0.256,0,28.8,54,24,4.8,4.68,4.28,4.24,1.38,9.1,0.9,3.3,6.4,1.95,7.0679012345679,99,0.222222222222222,0.0246913580246914,0.0555555555555556,0.00617283950617284,4.57407407407407,76
"171",0.354,0.458,0.274,1,28.8,46,28,7.8,5.07,4.73,4.86,1.449,9.6,1.2,3.4,6.5,1.88,7.33950617283951,97,0.259259259259259,0.0308641975308642,0.0308641975308642,0.0123456790123457,5.50617283950617,89
"172",0.325,0.411,0.263,0,27.2,46,25,3.6,5.22,4.93,4.66,1.482,10.1,1.1,3.2,6.2,1.92,7.31481481481481,89,0.197530864197531,0.0246913580246914,0.0308641975308642,0.0123456790123457,4.46913580246914,68
"173",0.322,0.411,0.251,0,29.9,49,21,6.9,4.09,3.7,3.81,1.266,8.5,0.7,2.9,6.9,2.4,6.95705521472393,108,0.276073619631902,0.00613496932515337,0.122699386503067,0,4.54601226993865,88.4539877300613
"174",0.337,0.425,0.287,0,29.8,44,23,5.8,5.02,4.73,4.42,1.481,9.9,0.9,3.4,6.4,1.87,7.38888888888889,92,0.265432098765432,0.037037037037037,0.0740740740740741,0.0246913580246914,4.90123456790123,88
"175",0.322,0.387,0.254,0,32.7,44,22,4.3,4.44,4.19,4.3,1.4,8.9,0.8,3.7,6.5,1.78,7.51851851851852,107,0.228395061728395,0.0308641975308642,0.0617283950617284,0,4.21604938271605,71
"176",0.337,0.405,0.274,0,30.2,45,25,8.7,5.12,4.65,4.66,1.409,9.5,1.1,3.2,5.9,1.86,7.08024691358025,95,0.209876543209877,0.0123456790123457,0.0493827160493827,0,4.47530864197531,78
"177",0.336,0.433,0.268,0,26.1,45,24,7.2,5.83,5.53,4.7,1.551,10.4,1.3,3.6,7.5,2.1,7.22222222222222,82,0.172839506172839,0.0123456790123457,0.0123456790123457,0.00617283950617284,4.82716049382716,66
"178",0.328,0.426,0.263,0,29.3,50,25,4.1,5.21,4.75,4.83,1.534,9.6,1,4.2,6.1,1.46,7.74691358024691,96,0.259259259259259,0,0.037037037037037,0,5.03703703703704,75
"179",0.327,0.419,0.259,0,30.3,46,23,5.6,4.31,4,4.28,1.285,8.6,1,3,6.6,2.23,6.56172839506173,112,0.271604938271605,0.0679012345679012,0.0555555555555556,0.0123456790123457,4.64814814814815,83
"180",0.325,0.39,0.256,0,27.9,47,26,4.6,4.83,4.58,4.92,1.439,9.3,1.2,3.6,5.8,1.61,7.46913580246914,93,0.283950617283951,0,0.037037037037037,0,4.15432098765432,73
"181",0.331,0.424,0.267,0,29.6,45,25,7,4.86,4.48,4.34,1.397,9.3,1,3.3,6.9,2.08,7.24691358024691,106,0.209876543209877,0.0493827160493827,0.0555555555555556,0.0246913580246914,4.77160493827161,76
"182",0.337,0.455,0.27,0,27.5,45,26,5.9,4.97,4.6,4.65,1.458,9.5,1.1,3.6,6.6,1.83,7.53703703703704,97,0.234567901234568,0.037037037037037,0.037037037037037,0.0123456790123457,5.24074074074074,79
"183",0.339,0.424,0.277,0,30.3,46,24,4.5,5.55,5.35,5.09,1.545,10,1.4,3.9,6.4,1.66,7.22839506172839,85,0.216049382716049,0.0308641975308642,0.0555555555555556,0.00617283950617284,4.74074074074074,70
"184",0.351,0.435,0.269,0,30.5,53,28,5.7,5.09,4.83,4.5,1.442,9.8,1.1,3.2,6.7,2.1,7.05555555555556,99,0.283950617283951,0.0185185185185185,0.037037037037037,0.00617283950617284,5.06172839506173,86
"185",0.319,0.422,0.268,0,28.6,46,23,5.8,5.15,4.74,4.88,1.448,8.7,1.3,4.3,7.8,1.82,7.5,98,0.179012345679012,0.0123456790123457,0.0432098765432099,0.00617283950617284,4.41975308641975,66
"186",0.342,0.464,0.28,0,29.6,37,18,4.9,4.9,4.61,4.56,1.357,9.5,1.2,2.7,6.3,2.34,6.73456790123457,103,0.283950617283951,0.0308641975308642,0.0679012345679012,0.0123456790123457,5.35802469135802,90
"187",0.336,0.432,0.257,0,29.6,54,29,7,4.94,4.51,4.69,1.411,9.8,1.3,2.9,6.6,2.27,7.29012345679012,104,0.222222222222222,0.0555555555555556,0.0617283950617284,0.0185185185185185,4.62345679012346,80
"188",0.349,0.457,0.28,0,27.8,45,23,6.6,4.83,4.41,4.34,1.414,10,1,2.7,6,2.21,7.02469135802469,101,0.148148148148148,0.0802469135802469,0.0802469135802469,0.037037037037037,5.37037037037037,78
"189",0.341,0.433,0.27,0,27.8,50,24,4.9,5.01,4.66,4.51,1.452,9.6,1,3.4,5.9,1.72,7.18518518518519,106,0.209876543209877,0.0308641975308642,0.0493827160493827,0.0246913580246914,5.01851851851852,76
"190",0.329,0.449,0.274,1,29.3,40,19,6,4.17,3.84,4.32,1.318,8.8,1,3,6.2,2.05,6.95061728395062,118,0.283950617283951,0.0185185185185185,0.0987654320987654,0.00617283950617284,5.07407407407407,95
"191",0.331,0.435,0.264,0,25.6,40,21,5.8,4.77,4.37,4.59,1.456,9.2,1,3.9,6.8,1.75,7.54320987654321,99,0.253086419753086,0.037037037037037,0.037037037037037,0.0123456790123457,4.67901234567901,78
"192",0.332,0.409,0.255,0,30.5,39,19,6.1,4.44,4.08,4.27,1.297,8.7,1.1,2.9,7.1,2.42,6.75308641975309,109,0.259259259259259,0.0308641975308642,0.0740740740740741,0.0123456790123457,4.53703703703704,82
"193",0.332,0.411,0.271,0,29.6,55,31,3.7,5.99,5.65,5.29,1.602,10.4,1.3,4,5.7,1.42,7.30864197530864,83,0.216049382716049,0.0185185185185185,0.0308641975308642,0.0123456790123457,4.67283950617284,62
"194",0.334,0.425,0.274,0,28.8,40,18,4.8,4.52,4.04,4.03,1.295,8.7,1,2.9,7.2,2.47,6.53703703703704,112,0.308641975308642,0.0308641975308642,0.0740740740740741,0.0185185185185185,4.72839506172839,89
"195",0.348,0.432,0.276,1,29.9,50,22,4.6,4.64,4.23,4.13,1.381,9.4,0.9,3,6.6,2.17,7.14197530864198,107,0.246913580246914,0.00617283950617284,0.0617283950617284,0,5.06172839506173,88
"196",0.327,0.42,0.258,0,28.8,49,27,5.8,5.14,4.82,4.39,1.38,9.2,1.1,3.2,7.2,2.23,6.79012345679012,95,0.265432098765432,0.0432098765432099,0.0493827160493827,0.0308641975308642,4.50617283950617,75
"197",0.347,0.425,0.287,1,28.2,39,17,7.5,4.22,3.95,3.99,1.283,9.3,1.1,2.2,7.3,3.27,6.57407407407407,114,0.246913580246914,0.00617283950617284,0.037037037037037,0,4.94444444444444,96
"198",0.334,0.445,0.264,1,30.2,49,27,8.2,4.51,4.14,4.37,1.32,8.6,1.1,3.2,7.2,2.2,6.94444444444444,106,0.265432098765432,0.0308641975308642,0.0740740740740741,0.0185185185185185,5.14814814814815,97
"199",0.363,0.461,0.285,1,30.9,49,25,6,4.73,4.41,4.42,1.357,9.1,1.1,3.1,6.4,2.05,6.89506172839506,103,0.265432098765432,0.0308641975308642,0.0493827160493827,0.00617283950617284,5.74074074074074,97
"200",0.34,0.412,0.26,1,29.5,41,21,4.4,4.49,4.21,4.42,1.415,9.5,1,3.3,6.2,1.9,7.38888888888889,106,0.333333333333333,0.0308641975308642,0.0679012345679012,0.0123456790123457,4.75925925925926,93
"201",0.347,0.447,0.267,0,29.3,45,23,7.3,5.01,4.6,4.65,1.42,9.6,1.3,3.2,7,2.22,7.24074074074074,102,0.259259259259259,0.0246913580246914,0.037037037037037,0.0123456790123457,5.33950617283951,85
"202",0.327,0.397,0.263,0,27.8,42,22,4.4,4.92,4.52,4.53,1.509,9.7,1,3.9,6.6,1.71,7.72839506172839,98,0.240740740740741,0.0123456790123457,0.0617283950617284,0.00617283950617284,4.26543209876543,67
"203",0.332,0.416,0.263,1,30.7,46,22,4.3,4.19,3.87,4.27,1.266,8.5,1.1,2.9,6.7,2.34,6.82098765432099,105,0.308641975308642,0.0246913580246914,0.0679012345679012,0.0123456790123457,4.51234567901235,88
"204",0.325,0.424,0.272,0,28.6,49,25,5.4,4.89,4.6,4.59,1.424,9.3,1.1,3.5,6.6,1.91,7.17283950617284,97,0.290123456790123,0.037037037037037,0.037037037037037,0.0123456790123457,4.66666666666667,78
"205",0.324,0.422,0.259,0,33.6,44,21,4,4.91,4.63,4.52,1.403,9,1,3.7,6.2,1.7,7.11801242236025,97,0.229813664596273,0.0434782608695652,0.0559006211180124,0.0186335403726708,4.63354037267081,76.472049689441
"206",0.337,0.431,0.269,1,29.6,41,19,8.4,4.73,4.54,4.77,1.384,9.3,1.2,3.2,6.1,1.92,7.11180124223602,98,0.236024844720497,0.0372670807453416,0.0559006211180124,0.0186335403726708,4.85093167701863,83.5155279503106
"207",0.314,0.42,0.255,0,27.3,49,25,4.5,5.28,4.96,4.83,1.553,10.1,1.1,3.8,6.2,1.62,7.75925925925926,92,0.203703703703704,0.0185185185185185,0.0432098765432099,0.0123456790123457,4.25308641975309,61
"208",0.338,0.446,0.278,0,28.4,51,26,5.2,4.84,4.6,4.44,1.435,9.8,1,3.1,6.1,1.96,7.15432098765432,101,0.259259259259259,0.0185185185185185,0.0493827160493827,0.00617283950617284,5.15432098765432,80
"209",0.348,0.463,0.284,0,28.6,42,21,6.2,4.65,4.37,4.51,1.366,9.1,1.2,3.2,6.8,2.13,6.8641975308642,105,0.259259259259259,0.037037037037037,0.037037037037037,0.00617283950617284,4.99382716049383,87
"210",0.338,0.418,0.262,0,28.5,57,29,6.1,5.38,5.03,4.97,1.475,9.6,1.2,3.7,6,1.64,7.67283950617284,85,0.197530864197531,0.00617283950617284,0.0185185185185185,0.00617283950617284,4.60493827160494,71
"211",0.332,0.421,0.256,0,30.3,43,25,5.5,5.28,4.84,4.55,1.454,9.8,1.2,3.3,6.4,1.93,7.26543209876543,91,0.277777777777778,0.037037037037037,0.0617283950617284,0.00617283950617284,4.2962962962963,77
"212",0.333,0.435,0.265,1,28.1,45,26,6.7,4.16,3.98,4.19,1.39,9.3,0.9,3.2,5.8,1.79,7.29012345679012,107,0.234567901234568,0.0493827160493827,0.0740740740740741,0.0185185185185185,4.74691358024691,90
"213",0.327,0.434,0.269,0,31.3,46,20,7.2,4.94,4.56,4.51,1.428,9.2,1.1,3.7,6.6,1.81,7.15432098765432,95,0.234567901234568,0.0123456790123457,0.0555555555555556,0,4.5,74
"214",0.357,0.454,0.281,1,31.5,52,26,5.3,4.97,4.74,4.28,1.393,9.8,1,2.8,6,2.18,7.00617283950617,96,0.234567901234568,0.037037037037037,0.0493827160493827,0,5.61728395061728,95
"215",0.324,0.44,0.27,0,29.7,46,22,7.7,4.41,4.19,4.26,1.342,8.5,1.2,3.6,7.9,2.18,7.10493827160494,105,0.240740740740741,0.0493827160493827,0.0617283950617284,0.0123456790123457,4.33950617283951,79
"216",0.322,0.425,0.262,1,29.3,38,17,4.8,3.98,3.61,4.12,1.254,8.5,1,2.8,6.3,2.27,6.81481481481481,125,0.333333333333333,0.0555555555555556,0.0617283950617284,0.0246913580246914,4.57407407407407,99
"217",0.339,0.446,0.261,0,28.6,46,22,4.2,5.45,5.15,4.87,1.5,10.4,1.4,3.1,6,1.94,7.41717791411043,83,0.190184049079755,0.0122699386503067,0.00613496932515337,0,5.03067484662577,72.5521472392638
"218",0.334,0.453,0.271,0,27.7,38,17,6.6,3.96,3.61,3.92,1.223,8.4,1,2.6,6.5,2.54,6.46913580246914,117,0.314814814814815,0.037037037037037,0.0617283950617284,0,4.87654320987654,93
"219",0.333,0.411,0.267,0,27.2,54,27,4.6,5.32,5.13,4.7,1.554,10.2,1.1,3.8,6.2,1.62,7.82098765432099,94,0.228395061728395,0.0246913580246914,0.0246913580246914,0.00617283950617284,4.5679012345679,67
"220",0.321,0.428,0.272,0,28.5,45,23,4.3,4.86,4.51,4.57,1.369,9.4,1.2,2.9,5.7,1.97,6.45061728395062,94,0.228395061728395,0.0432098765432099,0.0123456790123457,0,4.46296296296296,71
"221",0.339,0.409,0.272,0,29.7,47,27,8.4,4.52,4.16,3.81,1.402,9.1,0.7,3.5,7,2,7.26543209876543,96,0.259259259259259,0.0864197530864197,0.0925925925925926,0.0493827160493827,4.42592592592593,83
"222",0.322,0.408,0.256,1,30.3,36,17,8.2,3.74,3.51,3.84,1.231,8.3,1,2.7,7.3,2.65,6.65644171779141,121,0.276073619631902,0.0368098159509202,0.0674846625766871,0.0122699386503067,4.25153374233129,88.4539877300613
"223",0.32,0.396,0.263,0,27.9,46,22,4.4,5.77,5.49,4.74,1.571,10.4,1.1,3.7,5.9,1.59,7.37654320987654,80,0.154320987654321,0.0246913580246914,0.0246913580246914,0,4.32716049382716,56
"224",0.325,0.409,0.27,1,29.7,40,18,5.7,3.97,3.68,3.89,1.272,8.7,1,2.7,6.9,2.54,6.92592592592593,116,0.333333333333333,0.0432098765432099,0.0679012345679012,0.0185185185185185,4.69753086419753,95
"225",0.326,0.395,0.253,0,28.7,44,20,3.7,4.66,4.38,4.4,1.335,9,1.1,3,6.3,2.13,6.64197530864198,94,0.246913580246914,0.037037037037037,0.0555555555555556,0.0246913580246914,4.22839506172839,71
"226",0.331,0.423,0.259,0,28.4,39,19,4.6,4.3,3.97,4.2,1.357,8.6,1.1,3.6,7.3,2.06,7.38888888888889,108,0.283950617283951,0.0432098765432099,0.037037037037037,0.0123456790123457,4.48148148148148,81
"227",0.323,0.391,0.259,0,27.6,37,15,7.2,4.09,3.71,4,1.233,9,1,2.1,5.9,2.77,6.27777777777778,120,0.271604938271605,0.0555555555555556,0.0493827160493827,0.0246913580246914,4.24691358024691,83
"228",0.322,0.416,0.258,0,28.8,42,22,6.5,4,3.76,3.98,1.31,8.7,0.8,3.1,6.3,2.06,7.19753086419753,109,0.234567901234568,0.0493827160493827,0.0679012345679012,0.0185185185185185,4.45679012345679,83
"229",0.355,0.45,0.276,1,32.4,51,28,9.4,4.87,4.52,4.28,1.369,9.4,1,2.9,6.2,2.13,6.7962962962963,94,0.283950617283951,0.0493827160493827,0.0864197530864197,0.0246913580246914,5.46913580246914,95
"230",0.33,0.407,0.262,0,28.6,41,20,4.8,4.06,3.69,4.08,1.254,8.2,1,3.1,6.7,2.13,6.61111111111111,118,0.234567901234568,0.0555555555555556,0.0740740740740741,0.0123456790123457,4.76543209876543,88
"231",0.348,0.423,0.27,0,30,40,19,7.2,4.48,4.21,4.29,1.3,8.6,1.2,3.1,7.3,2.38,6.71604938271605,105,0.246913580246914,0.0246913580246914,0.037037037037037,0,4.98148148148148,88
"232",0.322,0.4,0.259,0,27.4,44,19,5.7,4.75,4.42,4.57,1.44,9.1,1,3.8,6,1.57,7.32716049382716,95,0.216049382716049,0.0246913580246914,0.0864197530864197,0.0185185185185185,4.19753086419753,67
"233",0.333,0.391,0.257,1,31.1,46,23,4.9,4.48,4.13,3.9,1.343,9,0.9,3.1,7,2.25,7.16666666666667,94,0.277777777777778,0.0246913580246914,0.0493827160493827,0.0185185185185185,4.22222222222222,82
